id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
13895,Aliens versus Predator 2: Primal Hunt,6,8,9,Third Law Entertainment,Sierra Entertainment,PC,"First-Person, Shooter"
381,Aliens vs. Predator (2010),8.5,12,23.5,Rebellion Developments,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Action, Horror, Survival"
382,Aliens: Colonial Marines,7,9,17.5,Gearbox Software,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
16004,Aliens: Colonial Marines - Stasis Interrupted DLC,2.5,3.5,4,Gearbox Software,Sega,"PC, PlayStation 3, Xbox 360","First-Person, Real-Time, Shooter"
383,Aliens: Infestation,6,6,6.5,"Gearbox Software LLC, WayForward Technologies",Sega,"Nintendo 3DS, Nintendo DS",Action
53139,All Our Asias,1.5,1.5,2,Sean Han Tani,Analgesic Productions,PC,Adventure
387,All Zombies Must Die!,8,11,12,Doublesix,Square Enix,"PC, PlayStation 3, Xbox 360",Shooter
30767,Almightree: The Last Dreamer,2,7,8.5,Chocoarts,Digital Tribe,PC,"Action, Strategy"
396,Alone in the Dark 3,6,7.5,9,Infogrames,"Infogrames (Europe), Interplay (North America)",PC,Survival horror
397,Alone in the Dark: The New Nightmare,8,10.5,14,"Darkworks, Spiral House (Windows/PS2)",Infogrames,"Dreamcast, Game Boy Color, PC, PlayStation, PlayStation 2","Survival horror, action adventure"
25032,Alone With You,6.5,6.5,11.5,Benjamin Rivers,Benjamin Rivers,"PC, PlayStation 4, PlayStation Vita",Adventure
16667,Alpha Polaris,7,8,8,Turmoil Games,Just A Game,PC,"Point-and-Click, Adventure"
401,Alpha Protocol,13,17,25.5,Obsidian Entertainment,Sega,"PC, PlayStation 3, Xbox 360","Third-Person, Action, Role-Playing, Stealth"
409,Altered Beast,1,1.5,2,Sega,Sega,"Arcade, Nintendo 3DS, PC, PlayStation 3, PSP, Sega Master System, Sega Mega Drive/Genesis, Xbox 360",Beat 'em Up
412,Alternativa,6,8.5,8.5,Centauri Production,Bohemia Interactive,PC,Adventure
26817,Alum,6,6,6.5,Crashable Studios,Crashable Studios,PC,"Point-and-Click, Adventure"
415,Alundra 2: A New Legend Begins,22,28.5,39,Contrail,"JP: Sony Computer Entertainment, NA/PAL: Activision",PlayStation,Action-adventure
43500,Alwa's Awakening,8.5,9.5,10.5,Elden Pixels,Elden Pixels,PC,Side
18896,Always Sometimes Monsters,8.5,11.5,12.5,Vagabond Dog,Devolver Digital,PC,"Top-Down, Scrolling, Adventure, Interactive Art, Role-Playing"
27449,Always The Same Blue Sky...,0.8,0.966666667,1,Crimson Night,Flying Interactive,PC,Visual Novel
36938,Amaranthine,3,4,4,Roman Kozhukhov,Roman Kozhukhov,PC,"Scrolling, Shooter"
29280,Ame no Marginal: Rain Marginal,3.5,4,4,Stage-nana,Sekai Project,PC,Visual Novel
432,American McGee's Alice,11.5,12.5,28,Rogue Entertainment,Electronic Arts,"PC, PlayStation 3, Xbox 360","Action, Adventure, Survival Horror"
11746,American McGee's Grimm: Episode 01 - A Boy Learns What Fear Is,0.65,0.8,2,Spicy Horse,Turner Broadcasting System,PC,"Action, Adventure"
34086,American Truck Simulator,22,23,82.5,SCS Software,SCS Software,PC,Open World
438,Amnesia: A Machine for Pigs,4,5,6,The Chinese Room,Frictional Games,"PC, PlayStation 4, Xbox One","First-Person, Survival Horror"
439,Amnesia: Justine,0.983333333,1,1.5,Frictional Games,Frictional Games,"PC, PlayStation 4","Horror, action, adventure"
29333,Amnesia: Memories,7,14,36,"Idea Factory, Design Factory",Idea Factory International,"PC, PlayStation Vita",Visual Novel
440,Amnesia: The Dark Descent,8,9,10.5,Frictional Games,Frictional Games,"PC, PlayStation 4","First-Person, Action, Adventure, Survival Horror"
33095,Among the Heavens,5,8.5,9,"Jetdogs Studios, CorePunch Gamestudio",Jetdogs Studios,PC,Simulation
22706,Among the Sleep: Prologue,0.4,0.75,1,Krillbite Studio,Krillbite Studio,"PC, PlayStation 4","First-Person, Survival Horror"
443,Amped 3,6.5,9,10.5,Indie Built,2K Sports,Xbox 360,Sports
444,Amped: Freestyle Snowboarding,20,20,20,Indie Built,Microsoft Game Studios,Xbox,Sports
22798,Amphora,2,2,2.5,Moondrop,Moondrop,PC,"Adventure, Puzzle"
445,Amplitude,6.5,18,192,Harmonix,Sony Computer Entertainment,PlayStation 2,Music/Rhythm
33508,Amplitude (2015),2.5,6,6.5,Harmonix Music Systems,Harmonix Music Systems,"PlayStation 3, PlayStation 4",Music/Rhythm
16183,Ampu-Tea,0.416666667,1,2.5,Projector Games,KISS,PC,Simulation
26839,Amulet of Dreams,2,2,3,"Mysterytag, Argali Entertainment",RunServer,PC,Hidden Object
26600,An Assassin in Orlandes,2.5,3.5,10.5,Tin Man Games,Tin Man Games,"Android, PC","Adventure, Role-Playing"
447,An Elder Scrolls Legend: Battlespire,15,27.5,57,Bethesda Softworks,The Elder Scrolls,PC,"Action, Role-Playing"
28655,An Octave Higher,5,7,8,Kidalang,AGM PLAYISM,"Linux, PC",Visual Novel
450,Anachronox,28,30.5,35.5,Ion Storm,"NA: Eidos Interactive, EU: Eidos GmbH, AUS: Infogrames",PC,"Third-Person, Role-Playing"
451,Analogue: A Hate Story,3,5,6,Love Conquers All,Love Conquers All,PC,Visual Novel
59618,Anamorphine,1,1.5,3,Artifact 5,Artifact 5,PC,Adventure
453,Anarchy Reigns,5.5,7.5,13,PlatinumGames,Sega,"PlayStation 3, Xbox 360","Action, Fighting"
457,And Yet It Moves,3,4.5,9.5,Broken Rules,Broken Rules,"PC, Wii",Platform
43253,Angels of Death,7.5,7,7.5,"Den-fami Nico Game Magazine, Makoto Sanada","AGM PLAYISM, Mugen Creations","Nintendo Switch, PC",Adventure
43572,Angels with Scaly Wings,9,15.5,17,Radical Phi,Radical Phi,PC,Visual Novel
466,Angry Birds,6.5,10,14.5,Rovio Mobile,Rovio Mobile,"Mobile, Browser, PC, PlayStation 3, PSP",Puzzle
26536,Angry Birds Epic,13,16,21,Chimera Entertainment,Rovio Entertainment,Mobile,"Adventure, Role-Playing"
467,Angry Birds Rio,6,6.5,10,Rovio Mobile,Rovio Mobile,"Mobile, PC, Xbox 360",Puzzle
468,Angry Birds Seasons,6.5,8,11.5,Rovio Mobile,Rovio Mobile,"Mobile, PC",Puzzle
469,Angry Birds Space,4.5,8,10.5,Rovio Mobile,Rovio Mobile,"Mobile, PC",Arcade
470,Angry Birds Star Wars,4,6.5,14.5,Rovio Entertainment,Rovio Entertainment,"Mobile, Nintendo 3DS, PC",Puzzle
14123,Angry Video Game Nerd Adventures,3,4.5,7,FreakZone Games,Screw Attack Entertainment,"Nintendo 3DS, PC, Wii U","Action, Adventure, Platform"
36380,Angry Video Game Nerd II: ASSimilation,3,3,3,FreakZone Games,ScrewAttack Games,PC,"Action, Adventure"
37821,Anima: Gate of Memories,17.5,22,26.5,Anima Project,"Badland Games, PQube","PC, PlayStation 4","Third-Person, Real-Time, Action, Hack and Slash, Role-Playing"
472,Animal Crossing,69,161,607,Nintendo EAD,Nintendo,Nintendo GameCube,Simulation
31877,Animal Crossing: Amiibo Festival,9.5,20,27,"Nintendo EPD, Nd Cube",Nintendo,Wii U,Party
473,Animal Crossing: City Folk,68.5,198,583,Nintendo EAD,Nintendo,Wii,Simulation
29667,Animal Crossing: Happy Home Designer,12,25.5,53,Nintendo EAD Group No. 2,Nintendo,Nintendo 3DS,Sandbox
474,Animal Crossing: New Leaf,86.5,198,389,Nintendo EAD Group No. 2,Nintendo,"Nintendo 2DS, Nintendo 3DS",Simulation
475,Animal Crossing: Wild World,70,187,355,Nintendo EAD,Nintendo,"Nintendo 2DS, Nintendo 3DS, Nintendo DS",Simulation
478,Animaniacs,2,2.5,4,"Konami, Factor 5 (Game Boy)",Konami,"Sega Mega Drive/Genesis, Super Nintendo",Platformer
22414,Anna Kournikova's Smash Court Tennis,0.966666667,2.5,11,Namco,Namco,PlayStation,Sports
29048,Anna: Extended Edition,4,6,10,Dreampainters,Kalypso Media Digital,"PC, PlayStation 3","Adventure, Puzzle"
485,Anno 1404,17,41,121,"Related Designs, Blue Byte Software",Ubisoft,"PC, Wii","Real-Time, Strategy"
28882,Anno 1701: The Sunken Dragon,20,20,37,Related Designs,Sunflowers,PC,"Real-Time, Strategy"
61650,Anno 1800,10.5,22,40,Blue Byte,Ubisoft,PC,"Simulation, Strategy"
491,Anno 2070,26.5,41,163,"Related Designs, Ubisoft Blue Byte",Ubisoft,PC,"City-building, Real-time Strategy"
31282,Anno 2205,17.5,33,54.5,Ubisoft Blue Byte Mainz,Ubisoft,PC,City-Building
492,Anodyne,6,7,9,Analgesic Productions,Analgesic Productions,"Mobile, PC, Nintendo Switch","Top-Down, Real-Time, Action, Adventure, Role-Playing"
496,Anomaly: Warzone Earth,6.5,9.5,21.5,11 bit studios,11 bit studios,"Mobile, PC, PlayStation 3, Xbox 360","Top-Down, Real-Time, Strategy, Tower Defense"
494,Anomaly: Warzone Earth - Mobile Campaign,4,4.5,8,11 bit studios,11 bit studios,"Mobile, PC","Real-Time, Strategy, Tower Defense"
501,Another Code: R - A Journey into Lost Memories,16.5,18.5,21,Cing,Nintendo,Wii,Adventure
502,Another Code: Two Memories,5,6.5,7,Cing,Nintendo,"Nintendo 3DS, Nintendo DS",Adventure
49280,Another Lost Phone: Laura's Story,1.5,1.5,2,Accidental Queens,"Playdius, Plug In Digital","Android, Linux, Nintendo Switch, PC",Puzzle
503,Another World,2.5,2.5,2.5,Eric Chahi,"Delphine Software International, Frogster Interactive Pictures, Interplay Entertainment, U.S. Gold","Amiga, Mobile, PC, PlayStation 4, PlayStation Vita, Sega Mega Drive/Genesis, Super Nintendo/Famicom, Xbox One",Platform
46387,Anthem,12.5,24,44,BioWare,Electronic Arts,"PC, PlayStation 4, Xbox One","Action, Role-Playing"
56529,AntVentor,1.5,1.5,2.5,LoopyMood,LoopyMood,PC,"Point-and-Click, Adventure"
34247,Aozora Meikyuu,0.783333333,0.933333333,1,Yume Creations,Yume Creations,PC,Visual Novel
39643,Apartment 666,0.45,0.516666667,1,I Need Play,I Need Play,PC,"Action, Adventure"
518,Ape Escape,8.5,10.5,15,Japan Studio,Sony Computer Entertainment,"PlayStation, PlayStation 2, PSP",Platform game
519,Ape Escape 2,9.5,12.5,23.5,Japan Studio,"Sony Computer Entertainment, NA: Ubisoft","PlayStation 2, PlayStation 4",Platform
520,Ape Escape 3,7,10.5,13,Japan Studio,Sony Computer Entertainment,PlayStation 2,Platform
521,Ape Escape: On the Loose,7,8,9,Sony Computer Entertainment,Sony Computer Entertainment,"PlayStation Vita, PSP",Platform
56938,Ape Out,2.5,3,40,"Gabe Cuzzillo, Bennett Foddy, Matt Boch",Devolver Digital,"Nintendo Switch, PC","Top-Down, Beat 'em Up"
59668,Apex Construct,6.5,9.5,18,Fast Travel Games,Fast Travel Games,PC,"First-Person, Action, Adventure"
53876,Apocalipsis,2.5,3,3.5,Punch Punk Games,"Klabater, WhisperGames",PC,Adventure
37345,Apollo 11,0.916666667,1.5,5,Immersive VR Education,Immersive VR Education,PC,"Virtual Reality, Adventure, Simulation"
524,Apollo Justice: Ace Attorney,19.5,21,22,Capcom,Capcom,"Mobile, Nintendo 2DS, Nintendo 3DS, Nintendo DS",Adventure
47549,Aporia: Beyond the Valley,5.5,6,8.5,Investigate North,Green Man Gaming Publishing,PC,"Adventure, Puzzle"
20065,Apotheon,8.5,12,13,Alientrap,Alientrap,"PC, PlayStation 4","Action, Adventure, Platform"
526,Aqua,3.5,5,13,Games Distillery,Microsoft Studios,"PC, Xbox 360",Shooter
16810,Aqua Kitty: Milk Mine Defender,2.5,5,9,"Dugan, Gabor, Electric Cafe",Tikipod,"PC, PlayStation 4",Shooter
529,Aquanaut's Holiday: Hidden Memories,20,20,42,Artdink,Sony Computer Entertainment,PlayStation 3,Submarine adventure
530,AquaNox,9,10,15,Massive Development,Fishtank Interactive,PC,"Third-Person, Action, Simulation"
531,AquaNox 2: Revelation,10,12.5,14,Massive Development,"Encore Software, JoWood Productions",PC,Simulation
532,Aquaria,15.5,20,23,Bit Blot,Bit Blot,PC,Adventure
27535,Ar nosurge Plus: Ode to an Unborn Star,38.5,51,59.5,Gust Co.,Tecmo Koei,PlayStation Vita,Role-Playing
21089,Ar nosurge: Ode to an Unborn Star,39,51,53.5,Gust Co,Tecmo Koei,PlayStation 3,"Third-Person, Role-Playing"
534,Ar tonelico II: Melody of Metafalica,45,56.5,107,Gust,"JP: Banpresto, NA: NIS America, EU: Koei/Flashpoint AG",PlayStation 2,Role-Playing
535,Ar tonelico Qoga: Knell of Ar Ciel,31,42.5,104,Gust,"JP: Namco Bandai, NA: NIS America",PlayStation 3,RPG
536,Ar tonelico: Melody of Elemia,29,42,75.5,Gust,"Banpresto, NIS America, 505 Games",PlayStation 2,RPG
38261,Ara Fell,9.5,14.5,20,Stegosoft Games,Stegosoft Games,PC,Role-Playing
40342,Aragami,6.5,10,17.5,Lince Works,Lince Works,"Nintendo Switch, PC, PlayStation 4","Third-Person, Action, Adventure, Stealth"
542,Arc Rise Fantasia,52,62.5,78,"Imageepoch, Marvelous Entertainment","Marvelous Entertainment, Ignition Entertainment",Wii,Role-Playing
543,Arc the Lad,10,14,22,"SCEI, G-Craft","SCEI, Working Designs","PlayStation, PlayStation 3, PlayStation Vita, PSP","Role-Playing, Tactical"
545,Arc the Lad II,52.5,68,82,"SCEI, ARC Entertainment","SCEI, Working Designs",PlayStation,"Role-Playing, Tactical"
546,Arc the Lad III,38.5,60,60.5,"SCEI, ARC Entertainment","SCEI, Working Designs",PlayStation,"Role-Playing, Tactical"
547,Arc the Lad: End of Darkness,15,19,31,Cattle Call,"SCEI, Namco",PlayStation 2,"Action, Role-Playing"
548,Arc the Lad: Twilight of the Spirits,35,46.5,56.5,Cattle Call,Sony Computer Entertainment,PlayStation 2,"Role-Playing, Tactical"
553,Arcana Heart,0.633333333,3.5,5.5,Examu,Atlus,PlayStation 2,Fighting
555,ArcaniA: Fall of Setarrif,2,4,5,Spellbound Entertainment,Nordic Games,"PC, PlayStation 4",Role-Playing
556,ArcaniA: Gothic 4,16,21,29.5,Spellbound Entertainment,"JoWooD Entertainment, DreamCatcher Interactive","PC, PlayStation 3, PlayStation 4, Xbox 360","Third-Person, Action, Open World, Role-Playing"
566,Area 51 (1995),0.616666667,0.75,1,Mesa Logic,Atari,"Arcade, PlayStation, Sega Saturn","Action, Light-Gun Shooter"
567,Area 51 (2005),7,7,10,Midway Studios Austin,Midway,"PC, PlayStation 2, Xbox","First-Person, Shooter, Survival Horror"
21156,Aritana and the Harpy's Feather,3,4.5,5.5,Duaik Entretenimento,Tech Dealer,PC,"Adventure, Platform"
41493,Arizona Sunshine,4,5.5,7,"Vertigo Games, Jaywalkers Interactive",Vertigo Games,"HTC Vive, Oculus Rift, PC, PlayStation 4, PlayStation VR","Virtual Reality, Action, Adventure"
27439,AR-K,4,6,8,Gato Salvaje,Gato Salvaje,PC,"Point-and-Click, Adventure"
20104,AR-K: Episode 2 - The Girl Who Wasn't There,0.933333333,1.5,2,Gato Salvaje,Gato Salvaje,PC,"Point-and-Click, Adventure"
27920,AR-K: Episode 3 - The Great Escape,2,3,10,Gato Salvaje,Gato Salvaje S.L.,PC,"Point-and-Click, Adventure"
14544,Arkadian Warriors,4,7,18.5,Wanako Studios,Sierra Online,Xbox 360,"Action, Role-Playing"
578,ARMA 3,19,44.5,88.5,Bohemia Interactive,Bohemia Interactive,PC,"First-Person, Shooter, Tactical"
579,ARMA II,17,20.5,39,Bohemia Interactive Studio,"505 Games, Meridian 4",PC,"First-Person, Shooter, Simulation"
583,ARMA: Armed Assault,11,12.5,30,Bohemia Interactive Studio,"505 Games, Atari",PC,Tactical Shooter
584,ARMA: Gold Edition,25,25.5,28.5,Bohemia Interactive,Bohemia Interactive,PC,"First-Person, Shooter"
589,Armed and Dangerous,6,8,10.5,Planet Moon Studios,"LucasArts,","PC, Xbox","First-Person, Third-Person, Shooter"
23761,Armello,1.5,13.5,97,League of Geeks,League of Geeks,"PC, Nintendo Switch, PlayStation 4","Board Game, Role-Playing"
593,Armies of Exigo,14,17,34,Black Hole Entertainment,Electronic Arts,PC,Real-Time Strategy
30364,Armikrog,3.5,4,4,Pencil Test Studios,Versus Evil,"Mac, PC, PlayStation 4, Xbox One","Point-and-Click, Adventure, Puzzle"
19670,Armillo,5.5,9,15,Fuzzy Wuzzy Games,Fuzzy Wuzzy Games,Wii U,"Third-Person, Real-Time, Action, Platform"
594,Armored Core,7.5,8,11,From Software,"SCEA, Agetec",PlayStation,"Action, Third-person shooter, Mecha Simulation"
595,Armored Core 2,10.5,13,23,From Software,Agetec,PlayStation 2,"Action, Third-person shooter"
596,Armored Core 2: Another Age,20.5,39,49,From Software,"JP: From Software, NA: Agetec, EU: Metro 3D",PlayStation 2,Action
597,Armored Core 3,17,17.5,28,From Software,Agetec,PlayStation 2,"Third-Person, Action, Shooter"
598,Armored Core 4,10.5,19,22.5,From Software,"From Software, Sega, 505 Games","PlayStation 3, Xbox 360",Vehicular Combat
599,Armored Core V,13,22.5,60,From Software,"JP: From Software, NA/EU: Namco Bandai","PlayStation 3, Xbox 360",Simulation
600,Armored Core: For Answer,8,15,83,From Software,"JP: From Software, NA: Ubisoft, EU: Ubisoft","PlayStation 3, Xbox 360",Vehicular combat
14064,Armored Core: Last Raven,8,24.5,30,From Software,Agetec,PlayStation 2,"Third-Person, Action, Shooter"
21423,Armored Core: Nexus,8,18,30,From Software,Agetec,PlayStation 2,"Third-Person, Action, Shooter"
603,Armored Core: Project Phantasma,5.5,11.5,12,From Software,"Agetec, ASCII Entertainment",PlayStation,"Action, Third-person shooter"
13943,Armored Core: Verdict Day,14,15.5,30,From Software,Namco Bandai,PlayStation 3,"Action, Simulation"
23005,Armored Hunter: Gunhound EX,2.5,5.5,10,Dracue,Playism,PC,Arcade
42834,Arms,1.5,24.5,349,Nintendo EPD,Nintendo,Nintendo Switch,"Third-Person, Action, Fighting"
607,Army Corps of Hell,45,65,65.5,Entersphere,Square Enix,PlayStation Vita,Action
45182,Army Gals,1.5,6,8.5,"Dharker Studio, Brightly Studios",Dharker Studio,PC,Visual Novel
15643,Army Men: RTS,8,11.5,21,Pandemic Studios,3DO,"Nintendo GameCube, PC","Real-Time, Strategy"
622,Army of Two,6.5,7.5,9,EA Montreal,Electronic Arts,"PlayStation 3, Xbox 360, Xbox One","Third-Person, Shooter"
623,Army of Two: The 40th Day,7.5,9.5,11.5,EA Montreal,Electronic Arts,"PlayStation 3, PSP, Xbox 360","Third-Person, Action, Shooter"
624,Army of Two: The Devil's Cartel,8,10.5,17,"Visceral Montreal, EA Montreal",Electronic Arts,"PlayStation 3, Xbox 360","Third-Person, Action, Shooter"
629,Art of Fighting,0.8,1,1.5,SNK,SNK,"Arcade, Neo Geo, Super Nintendo",Fighting
630,Art of Fighting 2,0.966666667,1,6,SNK,SNK,"Arcade, Neo Geo",Fighting
631,Art of Fighting 3: The Path of the Warrior,0.666666667,2,3.5,SNK,SNK,"Arcade, Neo Geo",Fighting
634,Art Style: PiCOPiCT,2,3.5,18,skip Ltd.,Nintendo,"Nintendo 3DS, Nintendo DS",Puzzle
637,Arx Fatalis,20.5,34.5,57.5,Arkane Studios,"JoWood Productions, DreamCatcher Interactive","PC, Xbox",Action RPG
37542,Asdivine Hearts,29.5,33,52,Exe Create,KEMCO,"Android, iOS, PC","Adventure, Role-Playing"
38206,Asemblance,0.983333333,1.5,1.5,Nilos Studios,Nilos Studios,"PC, PlayStation 4, Xbox One","First-Person, Adventure"
54772,Ash of Gods: Redemption,23,23.5,35,AurumDust,"AurumDust, WhisperGames",PC,"Role-Playing, Strategy"
26767,Ashen,17,17.5,26.5,Aurora44,Aurora44,"PC, Xbox One","Open World, Role-Playing"
14736,Asphalt 3D,9.5,13.5,13.5,Gameloft,"Ubisoft, Konami",Nintendo 3DS,Racing
30959,Asphyxia,2.5,4.5,6,ebi-hime,Sekai Project,PC,Simulation
25195,Assassin's Creed Chronicles: China,6,9.5,17,Ubisoft,Ubisoft,"PC, PlayStation 4, PlayStation Vita, Xbox One","Side, Scrolling, Action, Platform, Stealth"
33522,Assassin's Creed Chronicles: India,5.5,7,15.5,Climax Studios,Ubisoft,"PC, PlayStation 4, PlayStation Vita, Xbox One","Action, Platform"
33659,Assassin's Creed Chronicles: Russia,6.5,9,14.5,Climax Studios,Ubisoft Entertainment,"PC, PlayStation 4, PlayStation Vita, Xbox One","Action, Adventure"
652,Assassin's Creed II: Battle of Forli DLC,1.5,1.5,2,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure"
653,Assassin's Creed II: Bonfire of the Vanities DLC,2,2,2,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Adventure"
654,Assassin's Creed II: Discovery,3,5,8,Griptonite Games,Ubisoft,Nintendo DS,Side-scroller
656,Assassin's Creed III: Benedict Arnold DLC,0.666666667,0.833333333,1,Ubisoft,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure"
657,Assassin's Creed III: Liberation,9,11,16.5,Ubisoft Sofia,Ubisoft,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","Third-Person, Action, Adventure, Open World"
65940,Assassin's Creed III: Remastered,19.5,33.5,48,Ubisoft Entertainment,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure"
14452,Assassin's Creed III: The Tyranny of King Washington - The Betrayal DLC,1,3.5,3.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Third-Person, Action, Adventure, Stealth"
18664,Assassin's Creed III: The Tyranny of King Washington - The Redemption DLC,2,2.5,3.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Adventure"
658,Assassin's Creed III: The Tyranny of King Washington DLC,5,7,9.5,Ubisoft,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360","Action, Adventure"
12707,Assassin's Creed IV: Black Flag,22.5,40.5,57.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Third-Person, Action, Open World, Stealth"
15418,Assassin's Creed IV: Black Flag - Aveline DLC,0.75,0.766666667,0.85,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4","Action, Adventure"
57503,Assassin's Creed Odyssey,39.5,72.5,115,Ubisoft Quebec,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Role-Playing"
62916,Assassin's Creed Odyssey - Legacy of the First Blade,4,7,12,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure, Open World, Role-Playing"
66676,Assassin's Creed Odyssey - The Fate of Atlantis,6.5,9.5,11,Ubisoft Quebec,Ubisoft,"PC, PlayStation 4","Third-Person, Action, Open World, Role-Playing"
